,microGridType,OptMethod,Size,Iteration,PowerLossDev,FreqDev,DVmin,DVmax,DP,DQ,Imax,PowerLossMean,ObjFunc
0,mg1,GA,100,0,4.7536697782899726e-05,0.00036048859107971583,1.0998760846621202e-05,1.3823256506746942e-05,0.061537862435584983,0.005246576552531876,0.6462072018464711,0.006806320008203442,0.7134244881408038
1,mg1,GA,100,1,3.8331797624708005e-06,0.000315811919818773,1.3512828684538543e-05,5.884733721063569e-06,0.10944814334936832,0.0012043110689531767,0.6066715758274279,0.00187435013613247,0.7176630729077362
2,mg1,GA,100,2,9.443450442379829e-05,0.0002357694232467472,4.753855816233559e-06,2.163342417277982e-05,0.07710164379915667,0.004807691505183821,0.6977263009226035,0.009609697877152023,0.7799922274346035
3,mg1,GA,100,3,0.00011954458379783549,0.0005249118608090802,4.0106254396008875e-06,2.3696800258854424e-05,0.10115483826077439,0.004152598084048262,0.6510981165468654,0.0107971712975097,0.7570777167619934
4,mg1,GA,100,4,0.0001753095461659382,7.858889703932668e-16,1.7377623276150356e-06,2.6977347869606882e-05,0.07858889706985048,0.03343439018242577,0.5556926776479755,0.013046070201707888,0.6679199895566157
5,mg1,GA,100,5,2.114307965204854e-06,0.00010057635398891962,1.1989587941698141e-05,5.939340181903039e-06,0.09730872540967955,0.0032974261690510583,0.5506228159341188,0.0012630553966100134,0.6513495871029271
6,mg1,GA,100,6,2.672475705266845e-05,0.00026783568652864677,8.250425136234607e-06,1.1243140153425643e-05,0.07799384783097418,0.001170116593010715,0.5835550934793234,0.005079349173396954,0.6630331119121793
7,mg1,GA,100,7,6.130798089810339e-06,0.0002257466806156816,1.4442878644163171e-05,7.92448431509113e-06,0.08052701800596923,0.0011038667030409976,0.6219137867605841,0.002413574098338793,0.703798916311259
8,mg1,GA,100,8,3.758491268059694e-05,0.0004592775762718043,1.0244785287662353e-05,1.2389716720386153e-05,0.06913139481573094,0.008896390531444812,0.656243985779653,0.006019682787114357,0.7347912681177892
9,mg1,GA,100,9,4.351532520390713e-05,0.0004132918550438962,5.0722913476267465e-06,1.3731820737221539e-05,0.0834075028937262,0.004500647081747174,0.5665721053834812,0.006480094449325738,0.6549558666512872
10,mg1,GA,200,0,0.00010677192586427958,7.09646623594596e-05,3.1555598347096884e-06,2.14579843509376e-05,0.07748341990928578,0.00709602086968513,0.5695246585656027,0.010207452614937971,0.6543064494769831
11,mg1,GA,200,1,5.979309966158566e-06,0.0003144909741817953,1.3523708792826675e-05,6.743634277786555e-06,0.0923223837652861,0.0012474496004183705,0.5949020970554662,0.0023660942884777426,0.6888126680483891
12,mg1,GA,200,2,0.0001349341541742331,0.00019850541490892687,2.810576557050047e-06,2.5837251635346512e-05,0.09703083797565619,0.009299310157640364,0.6693553159678589,0.011529517131793829,0.776047551498431
13,mg1,GA,200,3,5.22383936233151e-05,0.0003453209142980742,6.932021923779396e-06,1.528441226579366e-05,0.06471830812603842,0.0021880840328860713,0.6000574686309524,0.007136922290956031,0.6673836365319878
14,mg1,GA,200,4,6.12884878663626e-05,0.000279827739314939,8.440603094627012e-06,1.6569352974266067e-05,0.08778252413635936,0.0036643442337065102,0.6461605028095355,0.0077527438330056535,0.7379734973628516
15,mg1,GA,200,5,1.1316179083087736e-06,0.0005245951320168492,2.0586245198235775e-05,4.824867631634203e-06,0.05999160704712175,0.017389501088649662,0.6213605165132331,0.0008656000729693247,0.6992927625117595
16,mg1,GA,200,6,3.109208056641265e-05,0.000460928369977481,1.1733981355052789e-05,1.2168916613098043e-05,0.08574784589218527,0.0021360756822258126,0.6455849553595225,0.0055132504775005356,0.7339848002824456
17,mg1,GA,200,7,1.3371174217716269e-05,0.0002441741558101625,1.214729029553651e-05,9.118145850065745e-06,0.0650108936021951,0.0011126388284418453,0.582777581364535,0.0035809893008188843,0.6491799245613454
18,mg1,GA,200,8,2.6649226455732633e-05,0.00037085730074773866,1.076425040498951e-05,1.06217291790892e-05,0.07308317769630335,0.005643640358951104,0.6188744800319635,0.005057450137984173,0.6980201905940056
19,mg1,GA,200,9,3.306244875188251e-05,0.0003599129363498215,1.0465833268305326e-05,1.174500802247122e-05,0.061614482352944096,0.006237641127240007,0.6577940241706753,0.00565399262420409,0.7260613338772519
20,mg1,GA,500,0,0.00010749414515917472,6.680673432656437e-05,3.017953901354435e-06,2.158681953167204e-05,0.07790334588298806,0.007254046170971204,0.5673504290680111,0.01026067298245462,0.6527067267748892
21,mg1,GA,500,1,5.5615510847893354e-05,0.000367950923973229,1.0095346390942303e-05,1.4718499517565244e-05,0.07556288723204294,0.004369149247937844,0.6562278363985437,0.00741296533088978,0.736608253159254
22,mg1,GA,500,2,9.948959517710788e-05,0.00020253624869397317,3.964203917845606e-06,2.197069985004252e-05,0.10566413393852817,0.006350192857303557,0.6625874407973982,0.009908440887538717,0.7749297283408688
23,mg1,GA,500,3,4.8427565293076254e-05,0.0003087333383487348,7.26609015832437e-06,1.4245222420909935e-05,0.06893131940725124,0.0014706559324976706,0.6031296294416781,0.006888754402381419,0.673910276997648
24,mg1,GA,500,4,0.0001719570141770011,0.0005225260245466147,2.206626518480789e-06,2.9027662848180053e-05,0.08508009637626077,0.008707679870256441,0.6831791306053349,0.013025653167314463,0.7776926241799423
25,mg1,GA,500,5,2.5435229947425955e-05,0.0005869419229176795,9.669816974663386e-06,9.444121747034283e-06,0.09706321432762788,0.021943924579376602,0.6398706547050291,0.004968388857659509,0.7595092847036204
26,mg1,GA,500,6,4.119292490655767e-05,0.00042495150573758816,1.1414441716901753e-05,1.3081948387232944e-05,0.062471266423957034,0.002492369307570985,0.684176426613421,0.006370489852150197,0.7496307031656974
27,mg1,GA,500,7,9.005855594754746e-06,0.00023563914360201596,1.5155269956188822e-05,7.913944994204425e-06,0.06740700077395129,0.0018007216871936994,0.601681862098134,0.0029273735383159205,0.6711572987734262
28,mg1,GA,500,8,2.3478990736524956e-05,0.0004842056983026298,1.0883269769171619e-05,1.0470688834253419e-05,0.06707604348644017,0.004460028055039175,0.6128838703874824,0.004767849082291575,0.6849489805766042
29,mg1,GA,500,9,3.3450302261682893e-05,0.00038032068428894557,7.183265300768592e-06,1.2473175305054235e-05,0.0917230594256235,0.002107914023045333,0.6183868741789437,0.00569907944180593,0.712651275054769
30,mg1,GA,1000,0,0.00011384321600753812,3.3926351390209465e-05,1.5018024638404463e-06,2.2985071405983293e-05,0.12376773024828061,0.008284055361104976,0.5846185006986299,0.010546616696912398,0.716842542749283
31,mg1,GA,1000,1,2.0535725318280774e-05,0.000295465336905991,1.5444186309397248e-05,1.0737234680322646e-05,0.09204643644033737,0.002492085463961115,0.6821161841519288,0.0044702219220430165,0.7769968885394412
32,mg1,GA,1000,2,8.333019487148332e-05,1.442858907779083e-15,3.17901552077453e-09,1.7768210504460796e-05,0.14428589174091278,0.012632850703877268,0.4023210060035345,0.008886792315234364,0.5593408500327174
33,mg1,GA,1000,3,1.5560269500051846e-05,0.0001559055929888664,8.728373319639352e-06,9.740151556797612e-06,0.11842407554998398,0.001423411587778426,0.625938801962208,0.0038673739810384787,0.7459762234873357
34,mg1,GA,1000,4,8.649958899619516e-05,1.4323744759362925e-15,2.745376958231625e-09,1.841788816861928e-05,0.14323744848520945,0.004255321186007173,0.402816644024057,0.009079526919901448,0.5504143339178167
35,mg1,GA,1000,5,9.107913661035346e-06,0.0005678832218966487,1.5884304421238762e-05,8.2161018850064e-06,0.06829783543293881,0.005282990736081198,0.6434891815297898,0.0029444313542860367,0.7176710992406738
36,mg1,GA,1000,6,6.887841305399556e-05,0.0003713852947148739,6.627014462118493e-06,1.5836985608386117e-05,0.08598304236355452,0.0015079558572060018,0.6907290579303331,0.008244250991945798,0.7786827838589331
37,mg1,GA,1000,7,1.8174747940789875e-05,0.00021452786060986555,1.1952916225590741e-05,9.714398581999268e-06,0.06615300213457098,0.0013790963294226146,0.5907408412053731,0.004205127189400382,0.6585273095927249
38,mg1,GA,1000,8,2.5947264867261456e-05,0.0005413315407375133,1.014018376774958e-05,1.0789541911189873e-05,0.07142545963846063,0.0039503228463495495,0.5920423692831005,0.004984226294887573,0.6680063602991944
39,mg1,GA,1000,9,3.994600005884293e-05,0.0003996544786058221,9.11309362691335e-06,1.317487340571822e-05,0.06309616412546402,0.004969650027396735,0.6062767679915513,0.00623648990420938,0.6748044705901093
40,mg1,PSO,100,0,0.00011957773676180088,3.307405119410355e-05,1.5410687881046018e-06,2.3721656342731448e-05,0.12065842858631042,0.008632822831109867,0.595413280551056,0.010776672340827362,0.724882446481563
41,mg1,PSO,100,1,5.790236017552204e-05,0.00026382288047644396,1.9036293284928084e-05,1.6129874946625182e-05,0.1609284573013434,0.0021889899207296133,0.7836573304721661,0.007528430448801761,0.9471316691031226
42,mg1,PSO,100,2,0.00033642075762218334,0.00017948735326639182,1.3093507521026707e-07,4.459166108636499e-05,0.11823773981716745,0.03433881503885362,0.6911341138718919,0.018203565305307295,0.8442712994349632
43,mg1,PSO,100,3,0.00011923296358608523,0.0005203175489113731,3.995607303261496e-06,2.365785336228273e-05,0.1002694765236059,0.004088696540495651,0.6522655315883898,0.010784380475192933,0.7572909086256544
44,mg1,PSO,100,4,0.0002566881834051552,0.0006441868083160145,9.459285291631482e-07,3.5296502135756886e-05,0.0956060694262507,0.08661916996423939,0.7247687235834596,0.01585707555407893,0.9079310803963357
45,mg1,PSO,100,5,0.00010005619903959186,0.0007698137797008511,4.836243212901086e-06,1.646647468710048e-05,0.08475557570327084,0.11094147750061378,0.6517213201230365,0.009883240827662615,0.8483095460235616
46,mg1,PSO,100,6,7.210860612157392e-05,0.0003600324794347348,6.768943430448249e-06,1.6284063967028213e-05,0.08335464104796395,0.0015773806036507674,0.7003215609645317,0.008407782731238274,0.7857087767091002
47,mg1,PSO,100,7,6.031487330373498e-06,0.00023335547997579238,1.4286479526536695e-05,7.855107298190346e-06,0.08324118381967455,0.0011012662583350745,0.6178212733857044,0.00239419723208548,0.7024252520178449
48,mg1,PSO,100,8,3.527261697282827e-05,0.0004728896150090186,9.925029906746217e-06,1.209250971715129e-05,0.07118030656933348,0.008483208252877801,0.6528227314569486,0.005822071513476876,0.7330164260507657
49,mg1,PSO,100,9,6.42476033755385e-05,0.0004189825421771119,3.095184750294692e-06,1.5259052915314177e-05,0.12467081608053704,0.003866567070589345,0.662152970525956,0.00790850506877093,0.7911919380603006
50,mg1,PSO,200,0,0.00011530636504909659,3.364320279569532e-05,1.4742614854860785e-06,2.3207807971841515e-05,0.12273476745005311,0.008244567594020149,0.5891089872018527,0.01059563971868707,0.7202619538832281
51,mg1,PSO,200,1,5.7504423702802604e-05,0.00026172267326874386,1.8667531261826085e-05,1.6075719878470136e-05,0.1596473587655062,0.00214658584877954,0.7804860978018454,0.0075195826590652,0.942634012764243
52,mg1,PSO,200,2,0.00033299122101780826,0.00017642134061454344,1.27155931471475e-07,4.417522240389589e-05,0.11621799636665449,0.033347703087927096,0.6875248727422825,0.018149193630124984,0.8376442871368317
53,mg1,PSO,200,3,0.00011736131955514796,0.000519894124333834,3.906102787239192e-06,2.3422473698338737e-05,0.10018787912054525,0.004004610267839325,0.6477227907050441,0.010734364415716175,0.7525798641138033
54,mg1,PSO,200,4,0.0002505268069848106,0.0006443244809198128,8.671815029737292e-07,3.4674328321411664e-05,0.09562650190973304,0.08492266335929412,0.719029183369771,0.01570174487182269,0.900508741436527
55,mg1,PSO,200,5,0.00010174331366913886,0.0007610105770895721,4.662112711514739e-06,1.657215301318718e-05,0.08378635363302583,0.11235753490228548,0.6504549539320893,0.01000136269453225,0.847482830623884
56,mg1,PSO,200,6,6.950343624209146e-05,0.0003703191901337682,6.6633220217094735e-06,1.590998398638787e-05,0.08573621806363002,0.0015132748612168591,0.6954108590566679,0.008272233639957782,0.7831227479138987
57,mg1,PSO,200,7,6.403906529205325e-06,0.00022097788835245613,1.4477621429931418e-05,7.944669924025688e-06,0.07882592269242646,0.001122696917906852,0.6233891815375876,0.002475282332927491,0.7035876052341565
58,mg1,PSO,200,8,3.677025257799581e-05,0.00046186539687044487,1.0183177302825839e-05,1.2244261904396882e-05,0.06952091883510564,0.008744673358235366,0.6518649681426927,0.005975709622203535,0.7306516234246894
59,mg1,PSO,200,9,6.758366438007707e-05,0.00040771217686799753,3.001097283555809e-06,1.566021901998442e-05,0.1213172500026643,0.004106209291986693,0.6622637003266104,0.008127736496360595,0.788181116778813
60,mg1,PSO,500,0,0.00011360606488803511,3.386928341494233e-05,1.4953561243345043e-06,2.294859513156738e-05,0.12355953887257337,0.008262067909445591,0.5848330936857614,0.010526801831830917,0.7168266197673392
61,mg1,PSO,500,1,5.7501719991382904e-05,0.0002578426470026012,1.8648798565523798e-05,1.6027645500113546e-05,0.15728059421427326,0.0021444317695310366,0.7793584557941442,0.007533540863215675,0.9391335025890081
62,mg1,PSO,500,2,0.00032826961311550754,0.00018051319968233462,1.2764822796362564e-07,4.3784724730526954e-05,0.11891351869162105,0.03346638455299954,0.6831113273330717,0.01804434778284012,0.8360439257634485
63,mg1,PSO,500,3,0.0001188295978774377,0.0005117580070305156,3.940026230976921e-06,2.352910204197194e-05,0.09861998231479688,0.004060108565155473,0.6482245861350869,0.010809068391935047,0.7515627337482201
64,mg1,PSO,500,4,0.0002537442152855441,0.0006382213364403956,8.437148599214686e-07,3.489318795128074e-05,0.09472071239780226,0.08593115553454438,0.7188003884891826,0.015825804282112214,0.9003799588760664
65,mg1,PSO,500,5,0.00010053811405440598,0.0007514087937564517,4.973523668513155e-06,1.6394658716019562e-05,0.08272920878089937,0.11034316831069696,0.6493417864876403,0.009944717887860265,0.843287478669432
66,mg1,PSO,500,6,6.923807588838473e-05,0.0003671268417006927,6.665519282824668e-06,1.5919069828867238e-05,0.08499712625124087,0.001541686875269582,0.6928776956153315,0.008265850311249472,0.7798754582485428
67,mg1,PSO,500,7,6.293743490666667e-06,0.00022348296208112147,1.4401660161386545e-05,7.873258652600136e-06,0.07971951774640626,0.0011110044501914593,0.6183394757060954,0.0024514369670636618,0.6994220495270789
68,mg1,PSO,500,8,3.59095103842294e-05,0.0004588097946518635,9.9748122462676e-06,1.2153190468835415e-05,0.06906098337495169,0.008563938543209424,0.6505143306114491,0.005899829836836467,0.7286560998373613
69,mg1,PSO,500,9,6.775737023540253e-05,0.00040330254344713584,3.0075035621820723e-06,1.56572615644506e-05,0.12000513662839205,0.004067924758210575,0.6615819249564238,0.008149026452115578,0.7861447110218356
70,mg1,PSO,1000,0,0.0001140700045971581,3.389058706702764e-05,1.5110893548677755e-06,2.300942950730772e-05,0.12363725735854232,0.008329992400824061,0.5844474177435809,0.010556474539983755,0.7165871486134736
71,mg1,PSO,1000,1,5.792952808887797e-05,0.0002567391355940473,1.8791145656007807e-05,1.6048608340714608e-05,0.1566074668938789,0.002160800310483951,0.7789425692901923,0.007564121790981774,0.9380603449122349
72,mg1,PSO,1000,2,0.00033088493831756296,0.0001765197865746455,1.272835517520147e-07,4.390212849485164e-05,0.11628284788730904,0.03337546921753301,0.6860130901565187,0.018131054827935138,0.8362228413982995
73,mg1,PSO,1000,3,0.00011784708739059801,0.0005127106823007646,3.919944419353534e-06,2.3410248110761497e-05,0.09880357068471964,0.0040557248218628435,0.6467872437027753,0.010779760425621376,0.7503044271715792
74,mg1,PSO,1000,4,0.0002329792115280529,0.00031808437443243905,1.9352162500377963e-06,3.5894513414618835e-05,0.12889760891926003,0.011970326804906624,0.7587915563432267,0.015213187484172108,0.9002483853830185
75,mg1,PSO,1000,5,0.00010018967696017002,0.0007586603507607612,4.864460199350168e-06,1.6361691342304867e-05,0.08352759652716321,0.11032384670090516,0.6479232283057471,0.009927776004647665,0.842654747713078
76,mg1,PSO,1000,6,6.846222659562e-05,0.0003726278206699907,6.606039307896372e-06,1.5782309205075124e-05,0.08627071170145453,0.0015124158273613917,0.6905315904834985,0.008216185438315713,0.778778196408093
77,mg1,PSO,1000,7,6.2771694584767616e-06,0.0002243678098531413,1.4339114690521387e-05,7.844349810332871e-06,0.08003515539954059,0.0011099499582635998,0.6164889462048864,0.0024479097564712752,0.697886880006503
78,mg1,PSO,1000,8,3.6778864288685155e-05,0.00045753186300317864,1.004750010603244e-05,1.221897884611299e-05,0.06886862650428671,0.008710157314059575,0.6508446157464195,0.005984221148872447,0.7289399767710097
79,mg1,PSO,1000,9,6.688922539613211e-05,0.00040452867860364916,2.9873189330404582e-06,1.553770780921547e-05,0.12036998063787234,0.004017492912983639,0.6599494540306147,0.008099538160998477,0.7848268705122127
80,mg1,BO_EI,100,0,5.360062119693271e-05,7.594048972782766e-05,3.1119286800242074e-06,1.5699663506766196e-05,0.11818396337799845,0.002473791720384641,0.5346288736829607,0.0071447378973795985,0.6554349814844553
81,mg1,BO_EI,100,1,0.00018006130592605608,0.000691823346777555,9.052394902898775e-07,3.08420667431182e-05,0.09254154176714142,0.022352026947337865,0.6980992734232097,0.013266320504934852,0.813896474096626
82,mg1,BO_EI,100,2,2.9488845874990917e-06,1.4426573639359978e-15,3.822461972197345e-06,5.919958491503791e-06,0.14426573697022074,0.00026351313695221237,0.4087657457040105,0.001545092018342522,0.5533076871162361
83,mg1,BO_EI,100,3,2.712177364423514e-06,1.4529480897496964e-15,3.751329622172462e-06,5.82196432081567e-06,0.14529480966611258,0.00025877035184909903,0.4065922810332694,0.0014862367462082026,0.5521581465225399
84,mg1,BO_EI,100,4,3.409229686263738e-06,5.339505487797141e-16,1.8582256564691736e-05,6.393519407902461e-06,0.05339505494774128,0.007925932821939779,0.621837889274679,0.0017666052273543164,0.6831872620500195
85,mg1,BO_EI,100,5,5.010257921801202e-07,5.26862840792945e-16,2.529197683169923e-05,3.662968837445786e-06,0.05268628403217997,0.005714181157341672,0.6241851894183074,-0.0006192152398534057,0.6826151105792909
86,mg1,BO_EI,100,6,2.2354343727901424e-05,8.432431789971561e-16,8.402308336807782e-06,1.0671828304951905e-05,0.08432431791053759,0.0007490624798472883,0.5273889734311156,0.004634179866179049,0.6125037823018709
87,mg1,BO_EI,100,7,3.6915848929638902e-06,0.00032200230107599475,1.01434145068835e-05,6.575743402770144e-06,0.08997002642709817,0.0014021291539465096,0.529500310153178,0.001814902489763346,0.6212148787781013
88,mg1,BO_EI,100,8,3.718372736472269e-05,0.0004651098312840623,1.0114588419098552e-05,1.2323389816188825e-05,0.07000927770129833,0.008841171503244325,0.6512759201787695,0.005989424918380642,0.7306511009201961
89,mg1,BO_EI,100,9,6.780388212148954e-05,0.0011633463733225274,7.5970137163295005e-06,1.687978313089806e-05,0.051704283298118985,0.0037416577230245346,0.623430249408291,0.00815123644741243,0.6801318174817257
90,mg1,BO_EI,200,0,0.00011461094029030493,3.4204299367430706e-05,1.5676848972238318e-06,2.3068393481862632e-05,0.12478172052008873,0.008484541118334972,0.5869367871292227,0.01055998067157866,0.7203765000856832
91,mg1,BO_EI,200,1,4.32527587779858e-05,0.0005550102437953793,6.491414285785107e-06,1.403841684140421e-05,0.08490311182340325,0.01973307654369361,0.6075177358926999,0.006447635014579202,0.7127727170934973
92,mg1,BO_EI,200,2,3.082961765087472e-06,0.00036427664693455743,1.3844393372349822e-05,6.414647513902085e-06,0.08964818376590591,0.0016813551280235551,0.6101325969216422,0.0016740625719586233,0.7018497544651576
93,mg1,BO_EI,200,3,1.8303897675689007e-06,1.4598053297814447e-15,4.041814300098874e-06,5.438238587254437e-06,0.14598053374759917,0.00028348176395460366,0.4024948408287718,0.0011827785277701674,0.548770166782982
94,mg1,BO_EI,200,4,6.091243880414648e-07,8.139510046099781e-16,2.240494877382701e-05,3.5730370315127587e-06,0.08139510058947914,0.0021484041847638787,0.5331322814845891,-0.0006826364471772683,0.6167023733690263
95,mg1,BO_EI,200,5,9.505407750333202e-08,0.0008061562285550938,1.843767761983326e-05,4.6371104316428034e-06,0.11681070412901651,0.0011176254861225777,0.6726187221070651,7.654490948968418e-06,0.7913763777928883
96,mg1,BO_EI,200,6,5.75106937969865e-07,5.259130946828156e-16,2.509348826153915e-05,3.6715068021242193e-06,0.05259130947271584,0.0031590697959182302,0.6189405168479887,-0.0006698841015401835,0.6747202362186249
97,mg1,BO_EI,200,7,5.989782421960753e-06,0.0002270028836225297,1.4313493190890603e-05,7.827926894224132e-06,0.08097512329763926,0.0010914337014536197,0.6167792015342566,0.002379419862242154,0.699100892619479
98,mg1,BO_EI,200,8,2.0686391700518763e-05,0.0004759727556725306,1.1306869643074595e-05,1.0533740868795643e-05,0.07964353086750593,0.0009514400076988917,0.6188732673187088,0.004474974326448709,0.6999867379517986
99,mg1,BO_EI,200,9,6.279351538429244e-06,0.0004381437844333942,1.0000853208295442e-05,6.436515107574943e-06,0.12854185088790493,0.0007921945131888843,0.5988784680489037,0.0024204832640601437,0.7286733739542852
100,mg1,BO_EI,500,0,3.914540081430057e-05,0.000815058927773342,9.524243163383088e-06,1.35184539277149e-05,0.06732881846716471,0.0012760548169754673,0.6264711362960571,0.006190018361568213,0.695953256605876
